pmid,start,end,set,mention,concept
10487710,112,156,train,familial neurohypophyseal diabetes insipidus,"diabetes insipidus, neurohypophyseal"
10487710,158,162,train,familial neurohypophyseal diabetes insipidus,"diabetes insipidus, neurohypophyseal"
10487710,180,226,train,deficiency of the hormone arginine vasopressin,"diabetes insipidus, neurohypophyseal"
10487710,1292,1296,train,familial neurohypophyseal diabetes insipidus,"diabetes insipidus, neurohypophyseal"
10487710,1348,1352,train,familial neurohypophyseal diabetes insipidus,"diabetes insipidus, neurohypophyseal"
10500204,65,82,train,friedreich ataxia,friedreich ataxia
10500204,84,101,train,friedreich ataxia,friedreich ataxia
10500204,103,107,train,friedreich ataxia,friedreich ataxia
10500204,133,150,train,inherited ataxias,spinocerebellar degenerations
10500204,158,199,train,autosomal recessive degenerative disorder,neurodegenerative diseases
10500204,259,291,train,progressive gait and limb ataxia,gait ataxia|ataxia
10500204,293,324,train,absence of deep tendon reflexes,"reflex, abnormal"
10500204,326,352,train,extensor plantar responses,"reflex, babinski"
10500204,358,394,train,loss of position and vibration sense,hand-arm vibration syndrome
10500204,415,419,train,friedreich ataxia,friedreich ataxia
10500204,484,488,train,friedreich ataxia,friedreich ataxia
10500204,537,541,train,friedreich ataxia,friedreich ataxia
10500204,660,664,train,friedreich ataxia,friedreich ataxia
10500204,983,987,train,friedreich ataxia,friedreich ataxia
10500204,1160,1164,train,friedreich ataxia,friedreich ataxia
10500204,1313,1317,train,friedreich ataxia,friedreich ataxia
10500204,1339,1361,train,mitochondrial disorder,mitochondrial diseases
10502833,112,123,train,argininemia,hyperargininemia
10502833,125,136,train,argininemia,hyperargininemia
10502833,147,176,train,autossomal recessive disorder,"genetic diseases, inborn"
10502833,187,241,train,deficiency in the cytosolic liver-type arginase enzyme,hyperargininemia
10502833,337,348,train,argininemia,hyperargininemia
10519880,131,161,train,cerebrotendinous xanthomatosis,"xanthomatosis, cerebrotendinous"
10519880,198,228,train,cerebrotendinous xanthomatosis,"xanthomatosis, cerebrotendinous"
10519880,230,233,train,cerebrotendinous xanthomatosis,"xanthomatosis, cerebrotendinous"
10519880,1438,1458,train,abnormality of cyp27,"xanthomatosis, cerebrotendinous"
10521293,46,62,train,wolfram syndrome,wolfram syndrome
10521293,124,140,train,wolfram syndrome,wolfram syndrome
10521293,147,193,train,autosomal recessive neurodegenerative disorder,"heredodegenerative disorders, nervous system"
10521293,211,243,train,juvenile-onset diabetes mellitus,"diabetes mellitus, type 1"
10521293,260,273,train,optic atrophy,optic atrophy
10521293,567,583,train,wolfram syndrome,wolfram syndrome
10521293,1452,1468,train,wolfram syndrome,wolfram syndrome
10521293,1498,1514,train,wolfram syndrome,wolfram syndrome
10521293,1547,1568,train,psychiatric disorders,mental disorders
10521293,1572,1589,train,diabetes mellitus,diabetes mellitus
10528243,11,39,train,familial mediterranean fever,familial mediterranean fever
10528243,41,44,train,familial mediterranean fever,familial mediterranean fever
10528243,224,252,train,familial mediterranean fever,familial mediterranean fever
10528243,254,257,train,familial mediterranean fever,familial mediterranean fever
10528243,312,315,train,familial mediterranean fever,familial mediterranean fever
10528243,402,405,train,familial mediterranean fever,familial mediterranean fever
10528243,506,509,train,familial mediterranean fever,familial mediterranean fever
10528243,539,542,train,familial mediterranean fever,familial mediterranean fever
10528243,791,794,train,familial mediterranean fever,familial mediterranean fever
10528243,886,889,train,familial mediterranean fever,familial mediterranean fever
10528243,1138,1141,train,familial mediterranean fever,familial mediterranean fever
10528243,1156,1167,train,amyloidosis,amyloidosis
10528243,1169,1186,train,chronic arthritis,arthritis
10528243,1202,1209,train,myalgia,musculoskeletal pain
10528243,1464,1467,train,familial mediterranean fever,familial mediterranean fever
10528243,1510,1513,train,familial mediterranean fever,familial mediterranean fever
10528853,58,103,train,hereditary breast and ovarian cancer syndrome,hereditary breast and ovarian cancer syndrome
10528860,0,45,train,maternal uniparental disomy for chromosome 14,uniparental disomy
10528860,106,151,train,maternal uniparental disomy for chromosome 14,uniparental disomy
10528860,153,156,train,uniparental disomy,uniparental disomy
10528860,248,269,train,prader-willi syndrome,prader-willi syndrome
10528860,271,274,train,"prader-willi syndrome
",prader-willi syndrome
10528860,287,300,train,short stature,growth disorders
10528860,302,309,train,obesity,obesity
10528860,316,335,train,developmental delay,developmental disabilities
10528860,337,351,train,cryptorchidism,cryptorchidism
10528860,367,386,train,dysmorphic features,congenital abnormalities
10528860,418,449,train,intrauterine growth retardation,fetal growth retardation
10528860,558,567,train,hypotonia,muscle hypotonia
10528860,678,683,train,obese,obesity
10528860,721,742,train,middle ear infections,otitis media
10528860,936,957,train,prader-willi syndrome,prader-willi syndrome
10528860,1061,1064,train,"prader-willi syndrome
",prader-willi syndrome
10528860,1105,1108,train,uniparental disomy,uniparental disomy
10528860,1180,1201,train,maternal heterodisomy,uniparental disomy
10528860,1276,1279,train,uniparental disomy,uniparental disomy
10528860,1439,1442,train,uniparental disomy,uniparental disomy
10528860,1580,1583,train,"prader-willi syndrome
",prader-willi syndrome
10533031,30,47,train,friedreich ataxia,friedreich ataxia
10533031,77,94,train,friedreich ataxia,friedreich ataxia
10533031,101,129,train,autosomal recessive disorder,"genetic diseases, inborn"
10533031,157,161,train,friedreich ataxia,friedreich ataxia
10533031,779,788,train,scoliosis,scoliosis
10533031,836,850,train,foot deformity,foot deformities
10533031,932,946,train,cardiomyopathy,cardiomyopathies
10533031,948,965,train,diabetes mellitus,diabetes mellitus
10533031,967,989,train,loss of proprioception,somatosensory disorders
10533031,994,1010,train,bladder symptoms,urinary bladder diseases
10533031,1051,1067,train,bladder symptoms,urinary bladder diseases
10533031,1088,1102,train,foot deformity,foot deformities
10533031,1182,1190,train,diabetes,diabetes mellitus
10533031,1192,1201,train,scoliosis,scoliosis
10533031,1203,1219,train,bladder symptoms,urinary bladder diseases
10533031,1224,1247,train,impaired proprioception,somatosensory disorders
10533068,33,46,train,retinoschisis,retinoschisis
10533068,109,131,train,juvenile retinoschisis,retinoschisis
10533068,138,164,train,x-linked recessive disease,"genetic diseases, x-linked"
10533068,344,357,train,retinoschisis,retinoschisis
10541953,110,131,train,prader-willi syndrome,prader-willi syndrome
10541953,242,245,train,"prader-willi syndrome
",prader-willi syndrome
10541953,792,813,train,prader-willi syndrome,prader-willi syndrome
10541953,815,818,train,"prader-willi syndrome
",prader-willi syndrome
10541953,1018,1021,train,"prader-willi syndrome
",prader-willi syndrome
10543403,16,20,train,friedreich ataxia,friedreich ataxia
10543403,83,100,train,friedreich ataxia,friedreich ataxia
10543403,102,106,train,friedreich ataxia,friedreich ataxia
10543403,127,143,train,inherited ataxia,spinocerebellar degenerations
10543403,525,529,train,friedreich ataxia,friedreich ataxia
10545613,112,130,train,fragile x syndrome,fragile x syndrome
10554035,15,32,train,von hippel-lindau,von hippel-lindau disease
10554035,34,37,train,von hippel-lindau,von hippel-lindau disease
10554035,66,69,train,von hippel-lindau,von hippel-lindau disease
10554035,118,149,train,von hippel-lindau disease,von hippel-lindau disease
10554035,156,202,train,autosomal dominantly inherited cancer syndrome,"neoplastic syndromes, hereditary"
10554035,232,237,train,tumor,neoplasms
10554035,265,282,train,hemangioblastomas,hemangioblastoma
10554035,284,301,train,hemangioblastomas,hemangioblastoma
10554035,333,354,train,renal cell carcinomas,"carcinoma, renal cell"
10554035,356,383,train,pancreatic cysts and tumors,pancreatic cyst|pancreatic neoplasms
10554035,385,402,train,pheochromocytomas,pheochromocytoma
10554035,404,428,train,endolymphatic sac tumors,endometrial stromal tumors
10554035,434,457,train,epididymal cystadenomas,cystadenoma
10554035,744,747,train,von hippel-lindau,von hippel-lindau disease
10554035,892,895,train,von hippel-lindau,von hippel-lindau disease
10554035,939,942,train,von hippel-lindau,von hippel-lindau disease
10554035,992,995,train,von hippel-lindau,von hippel-lindau disease
10554035,1584,1587,train,von hippel-lindau,von hippel-lindau disease
10554035,1633,1636,train,von hippel-lindau,von hippel-lindau disease
10554035,1754,1757,train,von hippel-lindau,von hippel-lindau disease
10554035,1811,1814,train,von hippel-lindau,von hippel-lindau disease
10554035,1880,1883,train,von hippel-lindau,von hippel-lindau disease
10554035,1961,1964,train,von hippel-lindau,von hippel-lindau disease
10554035,2090,2093,train,von hippel-lindau,von hippel-lindau disease
10554035,2197,2200,train,von hippel-lindau,von hippel-lindau disease
10554035,2309,2329,train,von hippel-lindau gene abnormality,von hippel-lindau disease
10556283,50,56,train,cancer,neoplasms
10556283,205,210,train,tumor,neoplasms
10556283,296,321,train,malignant rhabdoid tumors,rhabdoid tumor
10556283,372,378,train,tumors,neoplasms
10556283,750,765,train,rhabdoid tumors,rhabdoid tumor
10556283,854,860,train,tumors,neoplasms
10556283,917,942,train,choroid plexus carcinomas,"papilloma, choroid plexus"
10556283,980,1002,train,neuroectodermal tumors,neuroectodermal tumors
10556283,1016,1032,train,medulloblastomas,medulloblastoma
10556283,1095,1109,train,breast cancers,breast neoplasms
10556283,1111,1123,train,wilms tumors,wilms tumor
10556283,1125,1132,train,gliomas,glioma
10556283,1134,1145,train,ependymomas,ependymoma
10556283,1147,1155,train,sarcomas,sarcoma
10556283,1166,1171,train,tumor,neoplasms
10556283,1288,1303,train,rhabdoid tumors,rhabdoid tumor
10556283,1305,1330,train,choroid plexus carcinomas,"papilloma, choroid plexus"
10556283,1347,1363,train,medulloblastomas,medulloblastoma
10556283,1536,1543,train,cancers,neoplasms
10556283,1624,1632,train,rhabdoid,rhabdoid tumor
10556285,115,144,train,spinocerebellar ataxia type-3,machado-joseph disease
10556285,148,170,train,machado-joseph disease,machado-joseph disease
10556285,172,176,train,spinocerebellar ataxia type-3,machado-joseph disease
10556285,177,180,train,machado-joseph disease,machado-joseph disease
10556285,201,233,train,cag/polyglutamine repeat disease,"genetic diseases, inborn"
10556285,435,456,train,polyglutamine disease,"genetic diseases, inborn"
10556285,576,596,train,neuronal dysfunction,neurologic manifestations
10556285,672,676,train,spinocerebellar ataxia type-3,machado-joseph disease
10556285,677,680,train,machado-joseph disease,machado-joseph disease
10556285,1648,1652,train,spinocerebellar ataxia type-3,machado-joseph disease
10556285,1653,1656,train,machado-joseph disease,machado-joseph disease
10556298,89,101,train,prader-willi,prader-willi syndrome
10556298,110,131,train,prader-willi syndrome,prader-willi syndrome
10556298,133,136,train,"prader-willi syndrome
",prader-willi syndrome
10556298,151,172,train,neurogenetic disorder,"heredodegenerative disorders, nervous system"
10556298,206,230,train,contiguous gene syndrome,chromosome disorders
10556298,344,347,train,"prader-willi syndrome
",prader-willi syndrome
10556298,496,499,train,"prader-willi syndrome
",prader-willi syndrome
10556298,575,578,train,"prader-willi syndrome
",prader-willi syndrome
10556298,637,640,train,"prader-willi syndrome
",prader-willi syndrome
10556298,764,767,train,"prader-willi syndrome
",prader-willi syndrome
10556298,1471,1474,train,"prader-willi syndrome
",prader-willi syndrome
10557309,105,130,train,alveolar rhabdomyosarcoma,"rhabdomyosarcoma, alveolar"
10557309,148,183,train,pediatric cancer of striated muscle,muscle neoplasms
10557309,1254,1279,train,alveolar rhabdomyosarcoma,"rhabdomyosarcoma, alveolar"
10557317,13,28,train,hemochromatosis,hemochromatosis
10557317,48,62,train,hemochromatosis gene deficiency,hemochromatosis
10557317,136,151,train,hemochromatosis,hemochromatosis
10557317,666,679,train,hemochromatosis gene-deficient,hemochromatosis
10557317,789,804,train,hemochromatosis,hemochromatosis
10571943,100,116,train,frasier syndrome,frasier syndrome
10571943,255,271,train,frasier syndrome,frasier syndrome
10571943,273,275,train,frasier syndrome,frasier syndrome
10571943,483,503,train,denys-drash syndrome,denys-drash syndrome
10571943,505,508,train,denys-drash syndrome,denys-drash syndrome
10571943,642,662,train,wilms tumor 1 gene abnormality,wilms tumor
10571943,771,773,train,frasier syndrome,frasier syndrome
10571943,816,819,train,denys-drash syndrome,denys-drash syndrome
10571950,28,31,train,pendred syndrome,pendred syndrome
10571950,81,89,train,deafness,deafness
10571950,93,109,train,pendred syndrome,pendred syndrome
10571950,111,127,train,pendred syndrome,pendred syndrome
10571950,133,161,train,recessive inherited disorder,"genetic diseases, inborn"
10571950,179,221,train,developmental abnormalities of the cochlea,cochlear diseases
10571950,223,249,train,sensorineural hearing loss,"hearing loss, sensorineural"
10571950,255,282,train,diffuse thyroid enlargement,thyroid diseases
10571950,284,290,train,goiter,goiter
10571950,345,364,train,hereditary deafness,"genetic diseases, inborn|deafness"
10571950,384,387,train,pendred syndrome,pendred syndrome
10571950,536,539,train,pendred syndrome,pendred syndrome
10571950,611,619,train,deafness,deafness
10571950,687,695,train,deafness,deafness
10571950,765,768,train,pendred syndrome,pendred syndrome
10571950,1162,1165,train,pendred syndrome,pendred syndrome
10571950,1221,1229,train,deafness,deafness
10577908,23,47,train,sjogren-larsson syndrome,sjogren-larsson syndrome
10577908,109,133,train,sjogren-larsson syndrome,sjogren-larsson syndrome
10577908,135,138,train,sjogren-larsson syndrome,sjogren-larsson syndrome
10577908,146,174,train,autosomal recessive disorder,"genetic diseases, inborn"
10577908,192,202,train,ichthyosis,ichthyosis
10577908,204,222,train,mental retardation,intellectual disability
10577908,224,234,train,spasticity,muscle spasticity
10577908,240,290,train,deficient activity of fatty aldehyde dehydrogenase,sjogren-larsson syndrome
10577908,340,343,train,sjogren-larsson syndrome,sjogren-larsson syndrome
10577908,428,431,train,sjogren-larsson syndrome,sjogren-larsson syndrome
10577908,651,654,train,sjogren-larsson syndrome,sjogren-larsson syndrome
10577908,1445,1448,train,sjogren-larsson syndrome,sjogren-larsson syndrome
10577908,1529,1532,train,sjogren-larsson syndrome,sjogren-larsson syndrome
