pmid,start,end,mention,set,concept,code
424937,1495,1504,hepatitis,train,drug-induced liver injury,drug-induced liver injury
424937,334,342,jaundice,train,jaundice,jaundice
424937,355,367,hepatomegaly,train,hepatomegaly,hepatomegaly
424937,410,418,anorexia,train,anorexia,anorexia
424937,420,426,nausea,train,nausea,nausea
424937,431,439,vomiting,train,vomiting,vomiting
424937,467,481,abdominal pain,train,abdominal pain,abdominal pain
424937,584,592,necrosis,train,necrosis,necrosis
424937,643,657,hepatic injury,train,drug-induced liver injury,drug-induced liver injury
424937,693,705,fatty change,train,fatty liver,fatty liver
424937,71,84,liver disease,train,liver diseases,liver diseases
424937,731,739,necrosis,train,necrosis,necrosis
424937,743,767,massive hepatic necrosis,train,massive hepatic necrosis,massive hepatic necrosis
424937,809,824,acute hepatitis,train,"liver failure, acute","liver failure, acute"
424937,828,852,chronic active hepatitis,train,"hepatitis, chronic","hepatitis, chronic"
424937,869,880,cholestasis,train,cholestasis,cholestasis
430165,10,21,hemiparesis,dev,paresis,paresis
430165,153,161,overdose,dev,drug overdose,drug overdose
430165,227,249,cerebellar dysfunction,dev,cerebellar diseases,cerebellar diseases
430165,391,402,hemiparesis,dev,paresis,paresis
430165,414,422,overdose,dev,drug overdose,drug overdose
430165,507,522,cerebral damage,dev,brain diseases,brain diseases
430165,550,558,toxicity,dev,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
430165,65,73,toxicity,dev,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
435349,265,272,tetanic,train,tetany,tetany
435349,395,409,fasciculations,train,fasciculation,fasciculation
435349,41,55,fasciculations,train,fasciculation,fasciculation
435349,483,496,fasciculation,train,fasciculation,fasciculation
435349,523,536,fasciculation,train,fasciculation,fasciculation
435349,538,544,twitch,train,tetany,tetany
435349,561,568,tetanus,train,tetany,tetany
435349,627,641,fasciculations,train,fasciculation,fasciculation
435349,673,686,fasciculation,train,fasciculation,fasciculation
435349,746,759,fasciculation,train,fasciculation,fasciculation
439781,21,32,hypotension,test,hypotension,hypotension
44072,435,445,arrhythmia,test,"arrhythmias, cardiac","arrhythmias, cardiac"
44072,711,721,arrhythmia,test,"arrhythmias, cardiac","arrhythmias, cardiac"
44072,763,773,arrhythmia,test,"arrhythmias, cardiac","arrhythmias, cardiac"
448423,10,33,subarachnoid hemorrhage,test,subarachnoid hemorrhage,subarachnoid hemorrhage
448423,1046,1049,subarachnoid hemorrhage,test,subarachnoid hemorrhage,subarachnoid hemorrhage
448423,1099,1102,subarachnoid hemorrhage,test,subarachnoid hemorrhage,subarachnoid hemorrhage
448423,1165,1177,hypertension,test,hypertension,hypertension
448423,210,233,subarachnoid hemorrhage,test,subarachnoid hemorrhage,subarachnoid hemorrhage
448423,235,238,subarachnoid hemorrhage,test,subarachnoid hemorrhage,subarachnoid hemorrhage
448423,335,345,thrombotic,test,thrombosis,thrombosis
448423,438,470,intracranial vascular thrombosis,test,intracranial thrombosis,intracranial thrombosis
448423,488,491,subarachnoid hemorrhage,test,subarachnoid hemorrhage,subarachnoid hemorrhage
448423,525,532,thrombi,test,thrombosis,thrombosis
448423,601,625,thromboembolic phenomena,test,thromboembolism,thromboembolism
448423,654,661,thrombi,test,thrombosis,thrombosis
448423,782,789,thrombi,test,thrombosis,thrombosis
448423,80,109,acute renal artery thrombosis,test,kidney diseases,kidney diseases
448423,807,845,disseminated intravascular coagulation,test,disseminated intravascular coagulation,disseminated intravascular coagulation
448423,856,882,consumption coagulopathies,test,disseminated intravascular coagulation,disseminated intravascular coagulation
448423,916,926,infarction,test,infarction,infarction
448423,948,983,thrombosis of a normal renal artery,test,kidney diseases,kidney diseases
458486,167,188,involuntary movements,dev,"dyskinesia, drug-induced","dyskinesia, drug-induced"
458486,209,239,idiopathic parkinson's disease,dev,parkinson disease,parkinson disease
458486,29,50,involuntary movements,dev,"dyskinesia, drug-induced","dyskinesia, drug-induced"
458486,294,306,parkinsonism,dev,parkinson disease,parkinson disease
458486,339,347,akinesia,dev,"dyskinesia, drug-induced","dyskinesia, drug-induced"
458486,468,476,dystonia,dev,dystonia,dystonia
458486,541,552,dyskinesias,dev,"dyskinesia, drug-induced","dyskinesia, drug-induced"
4631913,329,341,leukocytosis,test,leukocytosis,leukocytosis
4631913,33,55,pseudomonas infections,test,pseudomonas infections,pseudomonas infections
4631913,468,478,leukopenia,test,leukopenia,leukopenia
4631913,660,669,infection,test,infection,infection
4631913,799,809,leukopenia,test,leukopenia,leukopenia
4631913,844,850,sepsis,test,sepsis,sepsis
4812392,125,134,psoriasis,train,psoriasis,psoriasis
4812392,13,22,psoriasis,train,psoriasis,psoriasis
4812392,259,270,cholestasis,train,cholestasis,cholestasis
4812392,304,312,fibrosis,train,fibrosis,fibrosis
4812392,459,471,liver damage,train,drug-induced liver injury,drug-induced liver injury
48362,10,19,hepatitis,dev,drug-induced liver injury,drug-induced liver injury
48362,213,222,hepatitis,dev,drug-induced liver injury,drug-induced liver injury
48362,496,510,hepatotoxicity,dev,drug-induced liver injury,drug-induced liver injury
48362,666,682,hepatic toxicity,dev,drug-induced liver injury,drug-induced liver injury
48835,110,123,hypoglycaemia,test,hypoglycemia,hypoglycemia
48835,358,371,hypoglycaemia,test,hypoglycemia,hypoglycemia
48835,65,78,hypoglycaemia,test,hypoglycemia,hypoglycemia
48835,688,700,hypertension,test,hypertension,hypertension
48835,704,713,diabetics,test,diabetes mellitus,diabetes mellitus
48835,723,736,hypoglycaemia,test,hypoglycemia,hypoglycemia
567256,0,25,angiosarcoma of the liver,train,hemangiosarcoma|liver neoplasms,hemangiosarcoma|liver neoplasms
567256,165,192,adenocarcinoma of the liver,train,adenocarcinoma|liver neoplasms,adenocarcinoma|liver neoplasms
567256,231,243,angiosarcoma,train,hemangiosarcoma,hemangiosarcoma
567256,323,344,intraarterial lesions,train,vascular diseases,vascular diseases
567256,381,387,tumors,train,neoplasms,neoplasms
567256,62,87,angiosarcoma of the liver,train,hemangiosarcoma|liver neoplasms,hemangiosarcoma|liver neoplasms
573555,708,720,hypoglycemia,test,hypoglycemia,hypoglycemia
573555,722,740,hyperbilirubinemia,test,hyperbilirubinemia,hyperbilirubinemia
573555,742,754,polycythemia,test,polycythemia,polycythemia
573555,756,770,neonatal apnea,test,apnea,apnea
573555,776,787,bradycardia,test,bradycardia,bradycardia
573555,880,898,growth retardation,test,fetal growth retardation,fetal growth retardation
591536,120,136,thrombocytopenia,dev,thrombocytopenia,thrombocytopenia
591536,147,162,thromboembolism,dev,thromboembolism,thromboembolism
591536,253,271,arterial occlusion,dev,arterial occlusive diseases,arterial occlusive diseases
591536,291,298,thrombi,dev,thrombosis,thrombosis
591536,311,319,ischemia,dev,ischemia,ischemia
591536,412,428,thrombocytopenia,dev,thrombocytopenia,thrombocytopenia
591536,558,603,gastrointestinal and musculoskeletal symptoms,dev,gastrointestinal diseases|musculoskeletal diseases,gastrointestinal diseases|musculoskeletal diseases
591536,622,630,ischemic,dev,ischemia,ischemia
591536,832,847,thromboembolism,dev,thromboembolism,thromboembolism
591536,852,868,thrombocytopenia,dev,thrombocytopenia,thrombocytopenia
591536,888,908,platelet aggregation,dev,blood platelet disorders,blood platelet disorders
591536,9,24,thromboembolism,dev,thromboembolism,thromboembolism
603022,315,325,overdosage,train,drug overdose,drug overdose
6103707,638,647,dizziness,train,dizziness,dizziness
6103707,718,722,pain,train,pain,pain
6106951,1004,1015,convulsions,test,seizures,seizures
6106951,1145,1153,epilepsy,test,epilepsy,epilepsy
6106951,191,202,convulsions,test,seizures,seizures
6106951,228,238,depression,test,depressive disorder,depressive disorder
6106951,298,309,convulsions,test,seizures,seizures
6106951,357,367,depression,test,depressive disorder,depressive disorder
6106951,428,439,convulsions,test,seizures,seizures
6106951,474,495,loss of consciousness,test,unconsciousness,unconsciousness
6106951,576,584,toxocity,test,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
6106951,612,622,salivation,test,sialorrhea,sialorrhea
6106951,665,679,muscle tremors,test,tremor,tremor
6106951,684,695,convulsions,test,seizures,seizures
6106951,864,875,convulsions,test,seizures,seizures
6106951,913,924,convulsions,test,seizures,seizures
6111982,316,326,arrhythmia,dev,"arrhythmias, cardiac","arrhythmias, cardiac"
6115999,161,173,hypertension,dev,hypertension,hypertension
6115999,245,257,hypertension,dev,hypertension,hypertension
6115999,590,599,impotence,dev,erectile dysfunction,erectile dysfunction
6115999,605,614,impotence,dev,erectile dysfunction,erectile dysfunction
6115999,778,804,impaired glucose tolerance,dev,glucose intolerance,glucose intolerance
6115999,78,90,hypertension,dev,hypertension,hypertension
6115999,826,830,gout,dev,gout,gout
6115999,885,905,raynaud's phenomenon,dev,raynaud disease,raynaud disease
6115999,910,918,dyspnoea,dev,dyspnea,dyspnea
6115999,959,974,corneal disease,dev,corneal diseases,corneal diseases
611664,1430,1464,idiopathic orthostatic hypotension,test,idiopathic orthostatic hypotension,idiopathic orthostatic hypotension
611664,373,389,hypersensitivity,test,drug hypersensitivity,drug hypersensitivity
611664,39,73,idiopathic orthostatic hypotension,test,idiopathic orthostatic hypotension,idiopathic orthostatic hypotension
611664,826,838,hypertension,test,hypertension,hypertension
611664,94,128,idiopathic orthostatic hypotension,test,idiopathic orthostatic hypotension,idiopathic orthostatic hypotension
6118280,1119,1128,myoclonus,dev,myoclonus,myoclonus
6118280,1151,1160,myoclonus,dev,myoclonus,myoclonus
6118280,1390,1399,myoclonus,dev,myoclonus,myoclonus
6118280,147,162,myoclonic jerks,dev,myoclonus,myoclonus
6118280,72,87,myoclonic jerks,dev,myoclonus,myoclonus
6118280,852,867,myoclonic jerks,dev,myoclonus,myoclonus
612112,751,755,pain,test,pain,pain
612112,760,769,myoclonia,test,myoclonus,myoclonus
612112,999,1008,myoclonia,test,myoclonus,myoclonus
6127992,117,140,ischaemic heart disease,dev,myocardial ischemia,myocardial ischemia
6127992,160,175,cardiac failure,dev,heart failure,heart failure
6127992,177,188,hypotension,dev,hypotension,hypotension
6127992,193,204,bradycardia,dev,bradycardia,bradycardia
6133211,200,220,congenital anomalies,train,congenital abnormalities,congenital abnormalities
6133211,265,283,ulcerative colitis,train,"colitis, ulcerative","colitis, ulcerative"
6133211,313,337,coarctation of the aorta,train,aortic coarctation,aortic coarctation
6133211,344,369,ventricular septal defect,train,"heart septal defects, ventricular","heart septal defects, ventricular"
6133211,409,424,crohn's disease,train,crohn disease,crohn disease
6133211,463,496,potter-type iia polycystic kidney,train,polycystic kidney diseases,polycystic kidney diseases
6133211,503,533,rudimentary left uterine cornu,train,-1,NA
6133211,581,596,potter's facies,train,-1,NA
6133211,598,615,hypoplastic lungs,train,-1,NA
6133211,617,643,absent kidneys and ureters,train,-1,NA
6133211,649,668,talipes equinovarus,train,clubfoot,clubfoot
6133211,83,109,inflammatory bowel disease,train,inflammatory bowel diseases,inflammatory bowel diseases
6150641,1018,1027,impotence,dev,erectile dysfunction,erectile dysfunction
6150641,1293,1324,hepatic or hematologic toxicity,dev,drug-induced liver injury|hematologic diseases,drug-induced liver injury|hematologic diseases
6150641,385,411,zollinger-ellison syndrome,dev,zollinger-ellison syndrome,zollinger-ellison syndrome
6150641,429,450,systemic mastocytosis,dev,"mastocytosis, systemic","mastocytosis, systemic"
6153967,268,276,seizures,dev,seizures,seizures
6153967,301,309,seizures,dev,seizures,seizures
6153967,464,472,seizures,dev,seizures,seizures
6153967,501,510,epileptic,dev,epilepsy,epilepsy
6153967,603,610,seizure,dev,seizures,seizures
6153967,804,813,epileptic,dev,epilepsy,epilepsy
6203452,0,26,thrombotic microangiopathy,train,thrombotic microangiopathies,thrombotic microangiopathies
6203452,1005,1011,anemia,train,anemia,anemia
6203452,1016,1032,thrombocytopenia,train,thrombocytopenia,thrombocytopenia
6203452,1049,1072,bone marrow suppression,train,bone marrow diseases,bone marrow diseases
6203452,109,118,carcinoma,train,carcinoma,carcinoma
6203452,129,155,thrombotic microangiopathy,train,thrombotic microangiopathies,thrombotic microangiopathies
6203452,174,193,renal insufficiency,train,renal insufficiency,renal insufficiency
6203452,195,228,microangiopathic hemolytic anemia,train,"anemia, hemolytic","anemia, hemolytic"
6203452,242,258,thrombocytopenia,train,thrombocytopenia,thrombocytopenia
6203452,31,44,renal failure,train,renal insufficiency,renal insufficiency
6203452,341,376,thrombotic thrombocytopenic purpura,train,"purpura, thrombotic thrombocytopenic","purpura, thrombotic thrombocytopenic"
6203452,388,413,hemolytic-uremic syndrome,train,hemolytic-uremic syndrome,hemolytic-uremic syndrome
6203452,537,562,intravascular coagulation,train,disseminated intravascular coagulation,disseminated intravascular coagulation
6203452,656,661,tumor,train,neoplasms,neoplasms
6203452,687,692,tumor,train,neoplasms,neoplasms
6203452,728,754,thrombotic microangiopathy,train,thrombotic microangiopathies,thrombotic microangiopathies
6203452,939,952,renal failure,train,renal insufficiency,renal insufficiency
6203452,982,996,nephrotoxicity,train,kidney diseases,kidney diseases
6203632,1058,1069,hypertrophy,dev,hypertrophy,hypertrophy
6203632,1241,1253,hypertrophic,dev,hypertrophy,hypertrophy
6203632,1480,1491,hypertrophy,dev,hypertrophy,hypertrophy
6203632,1496,1507,hyperplasia,dev,hyperplasia,hyperplasia
6203632,37,56,cardiac hypertrophy,dev,cardiomegaly,cardiomegaly
6203632,77,96,cardiac hypertrophy,dev,cardiomegaly,cardiomegaly
6203632,812,824,hypertrophic,dev,hypertrophy,hypertrophy
6209318,1096,1102,deaths,train,death,death
6209318,1328,1334,tremor,train,tremor,tremor
6209318,1339,1364,gastrointestinal problems,train,"signs and symptoms, digestive","signs and symptoms, digestive"
6209318,313,334,myocardial infarction,train,myocardial infarction,myocardial infarction
6209318,81,91,arrhythmia,train,"arrhythmias, cardiac","arrhythmias, cardiac"
6216862,102,113,proteinuria,dev,proteinuria,proteinuria
6216862,115,143,systemic lupus erythematosus,dev,"lupus erythematosus, systemic","lupus erythematosus, systemic"
6216862,145,157,polymyositis,dev,polymyositis,polymyositis
6216862,162,179,myasthenia gravis,dev,myasthenia gravis,myasthenia gravis
6216862,262,282,rheumatoid arthritis,dev,"arthritis, rheumatoid","arthritis, rheumatoid"
6216862,340,351,skin lesion,dev,skin diseases,skin diseases
6216862,362,393,elastosis perforans serpiginosa,dev,elastosis perforans serpiginosa,elastosis perforans serpiginosa
6216862,458,474,wilson's disease,dev,hepatolenticular degeneration,hepatolenticular degeneration
6216862,500,520,rheumatoid arthritis,dev,"arthritis, rheumatoid","arthritis, rheumatoid"
